Species name,Compounds,Amount,Time of data collection,Plant part,Identification method,Profile,Profile base,DOI number,Time_of_publication,Location,Country,Essential oil extraction method,Development stage,Season/month,Experimental condition,Species variety,Plant Sample,Journals name
Morinda royoc,Guaiol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Spathulenol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,?-Decalactone,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,?-Eudesmol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Eugenol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Nonanoic acid,0.3,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,trans-Methylisoeugenol,0.1,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,(E)-2-Octenoic acid,0.7,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Carvacrol,2.2,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,?-Eudesmol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Elemicin,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Selin-11-en-4?-ol,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Citronellic acid,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Decanoic acid,6.7,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Benzoic acid,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Dodecanoic acid,0.1,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Tetradecanoic acid,0.1,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Pentadecanoic acid,tr,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Morinda royoc,Hexadecanoic acid,0.2,June_2020,Fresh ripe fruits,Gas Chromatography-Mass Spectrometry ,P.41376,Doi number,10.1080/0972060X.2024.2441376,06_December_2024,Ciego de Avila,Cuba,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Thujene,0.2,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P. 63480.496,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Pinene,8.46,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Sabinene,0.36,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Pinene,17.16,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Myrcene,0.97,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Terpinene,-,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,o-Cymene,0.5,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Limonene,2.21,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Phellandrene,0.27,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,(Z)-?-Ocimene,1.14,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,(E)-?-Ocimene,0.78,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Terpinene,-,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Terpinolene,0.13,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Linalool,0.28,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,cis-Sabinol,0.13,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Terpineol,0.13,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Octyl acetate,0.36,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Linalyl acetate,0.17,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Terpinyl acetate,0.69,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Copaene,0.66,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,cis-?-Elemene,1.22,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Cedrene,0.13,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,(E)-Caryophyllene,15.17,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,2-Methylbutyl benzoate,0.1,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Aromadendrene,0.98,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,(Z)-?-Farnesene,0.34,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Humulene,4.93,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,9-epi-(E)-Caryophyllene,3.09,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,"trans-Cadina-1(6),4-diene",0.25,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Muurolene,0.47,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Amorphene,0.98,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Germacrene D,1.65,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,E-Methyl isoeugenol,0.31,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Selinene,-,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,"trans-Muurola-4(14),5-diene",3.66,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,"(E,E)-?-Farnesene",2.04,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Bicyclogermacrene,4.53,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Cadinene,0.46,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Sesquiphellandrene,-,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Cadinene,3.18,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,cis-Calamenene,0.76,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Zonarene,0.38,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,"trans-Cadina-1,4-diene",0.15,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Cadinene,0.21,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Calacorene,0.24,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,(E)-Nerolidol,0.17,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Germacrene B,0.61,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Dendrolasin,0.45,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Spathulenol,3.94,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Caryophyllene oxide,3.03,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Cubeban-11-ol,0.71,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Rosifoliol,0.25,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Humulene epoxide II,0.65,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,1-epi-Cubenol,0.97,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,epi-?-Cadinol (= ?-Cadinol),1.63,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,epi-?-Muurolol (= ?-Muurolol),1.23,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Muurolol,1.11,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Cadinol,2.58,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,cis-Calamenen-10-ol,0.22,August_2023,Fresh leaves ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Thujene,0.5,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480.497,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Pinene,60.04,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Sabinene,0.23,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Pinene,19.82,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Myrcene,1.07,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,?-Terpinene,0.13,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,o-Cymene,0.11,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Syzygium ripicola,Limonene,3.69,August_2023,Flowers ,Gas Chromatography-Mass Spectrometry ,P.63480 ,Plant part,10.1080/0972060X.2025.2463480,01_February_2025,"Huong Hoa NatureReserve, Quang Tri province",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
